district,region,district_history,year,infants,infants_vax,routine,noninfants,shearer_con,shearer_un,shearer_opt,polici,supplementary,total_pop
Ablekuma Central,Greater Accra,Accra (pre-2019),1970,2238.61947644258,,,46792.17994772012,0.0,0.0,0.0,,,49030.7994241627
Ablekuma Central,Greater Accra,Accra (pre-2019),1971,2215.83288358174,,,48090.437164012365,,,,,,50306.2700475941
Ablekuma Central,Greater Accra,Accra (pre-2019),1972,2161.27062408551,,,49560.65030728819,,,,,,51721.9209313737
Ablekuma Central,Greater Accra,Accra (pre-2019),1973,2243.38676869215,,,50925.71660337175,,,,,,53169.1033720639
Ablekuma Central,Greater Accra,Accra (pre-2019),1974,2306.27476118605,,,52409.60664894345,,,,,,54715.8814101295
Ablekuma Central,Greater Accra,Accra (pre-2019),1975,2349.61510266199,,,53979.26804499321,,,,,,56328.8831476552
Ablekuma Central,Greater Accra,Accra (pre-2019),1976,2396.44796320438,,,55587.54758199392,,,,,,57983.9955451983
Ablekuma Central,Greater Accra,Accra (pre-2019),1977,2428.40370594286,,,57258.64454844704,,,,,,59687.0482543899
Ablekuma Central,Greater Accra,Accra (pre-2019),1978,2577.05008162113,,,58843.06215717087,,,,,,61420.112238792
Ablekuma Central,Greater Accra,Accra (pre-2019),1979,2657.57766289956,,,60652.51335003094,,,,,,63310.0910129305
Ablekuma Central,Greater Accra,Accra (pre-2019),1980,2744.765857544,,,62522.6821286218,,,,,0.26191485,65267.4479861658
Ablekuma Central,Greater Accra,Accra (pre-2019),1981,2654.81565850194,,,64642.36271129546,,,,,,67297.1783697974
Ablekuma Central,Greater Accra,Accra (pre-2019),1982,2728.12976953477,,,66473.67580296032,,,,,,69201.8055724951
Ablekuma Central,Greater Accra,Accra (pre-2019),1983,2894.57738121766,,,68292.05311131563,,,,,,71186.6304925333
Ablekuma Central,Greater Accra,Accra (pre-2019),1984,3008.03268478631,,,70332.9055605967,,,,,,73340.938245383
Ablekuma Central,Greater Accra,Accra (pre-2019),1985,3024.42358253536,,,72574.65308352254,,,,,,75599.0766660579
Ablekuma Central,Greater Accra,Accra (pre-2019),1986,3072.04583423425,,,74163.93414103675,,,,,,77235.979975271
Ablekuma Central,Greater Accra,Accra (pre-2019),1987,3116.64352597723,,,75804.64872842378,,,,,,78921.292254401
Ablekuma Central,Greater Accra,Accra (pre-2019),1988,3153.93073541086,,,77556.83024059524,,,,,,80710.7609760061
Ablekuma Central,Greater Accra,Accra (pre-2019),1989,3176.95723940271,,,79446.63245899779,,,,,,82623.5896984005
Ablekuma Central,Greater Accra,Accra (pre-2019),1990,3212.84288099341,,,81469.6311745388,,,,,0.280161021,84682.4740555322
Ablekuma Central,Greater Accra,Accra (pre-2019),1991,3265.79420046439,,,83589.94540640802,,,,,,86855.7396068724
Ablekuma Central,Greater Accra,Accra (pre-2019),1992,3307.39885698096,,,85808.30808088204,,,,,,89115.706937863
Ablekuma Central,Greater Accra,Accra (pre-2019),1993,3335.21229761282,,,88011.04509188278,,,,,,91346.2573894956
Ablekuma Central,Greater Accra,Accra (pre-2019),1994,3361.16401657756,,,90296.63597480934,,,,,,93657.7999913869
Ablekuma Central,Greater Accra,Accra (pre-2019),1995,3359.45722075818,,,92612.38297816982,,,,,,95971.840198928
Ablekuma Central,Greater Accra,Accra (pre-2019),1996,3372.98066833655,,,94899.05145783644,,,,,,98272.032126173
Ablekuma Central,Greater Accra,Accra (pre-2019),1997,3373.28434659409,,,97237.4382689679,,,,,,100610.722615562
Ablekuma Central,Greater Accra,Accra (pre-2019),1998,3431.74400543954,,,99540.18755777246,,,,,,102971.931563212
Ablekuma Central,Greater Accra,Accra (pre-2019),1999,3506.60004006796,,,102005.32788483704,,,,,,105511.927924905
Ablekuma Central,Greater Accra,Accra (pre-2019),2000,3604.86936427319,4055.708673,1.12506398,104500.3447966458,0.223383709,0.28236197,0.310311068,0.081,,108105.214160919
Ablekuma Central,Greater Accra,Accra (pre-2019),2001,3537.5371240005,4195.312622,1.185941652,101439.0847212445,,,,,,104976.621845245
Ablekuma Central,Greater Accra,Accra (pre-2019),2002,3721.14104575716,3395.456537,0.912477247,107429.31301384384,,,,,,111150.454059601
Ablekuma Central,Greater Accra,Accra (pre-2019),2003,3807.85783434368,3165.7618,0.831376049,111060.44024991532,,,,,,114868.298084259
Ablekuma Central,Greater Accra,Accra (pre-2019),2004,3851.23129424073,3383.14015,0.878456756,113657.81619492528,,,,,,117509.047489166
Ablekuma Central,Greater Accra,Accra (pre-2019),2005,4173.25706324921,3929.276825,0.941537213,124838.4535156688,,,,,,129011.710578918
Ablekuma Central,Greater Accra,Accra (pre-2019),2006,4259.86512329881,3841.208,0.901720568,126842.9237713542,,,,,,131102.788894653
Ablekuma Central,Greater Accra,Accra (pre-2019),2007,4343.63851239447,4212.236652,0.969748436,131250.65293047653,,,,,,135594.291442871
Ablekuma Central,Greater Accra,Accra (pre-2019),2008,4432.42354413085,4137.033625,0.933357019,136469.95483569117,,,,,,140902.378379822
Ablekuma Central,Greater Accra,Accra (pre-2019),2009,4467.79070425667,4246.037825,0.950366323,139259.1515030793,,,,,,143726.942207336
Ablekuma Central,Greater Accra,Accra (pre-2019),2010,4694.66342064105,4217.569971,0.898375366,147104.83139899996,,,,,,151799.494819641
Ablekuma Central,Greater Accra,Accra (pre-2019),2011,4874.28298199052,3864.844514,0.792905239,152147.7976530805,,,,,,157022.080635071
Ablekuma Central,Greater Accra,Accra (pre-2019),2012,5108.59866293169,4046.411075,0.792078482,159215.2094272783,,,,,,164323.80809021
Ablekuma Central,Greater Accra,Accra (pre-2019),2013,5218.03437080637,4420.640651,0.847185039,163270.94216117566,,,,,,168488.976531982
Ablekuma Central,Greater Accra,Accra (pre-2019),2014,5395.96678002762,4259.998781,0.789478319,170245.9609467184,,,,,,175641.927726746
Ablekuma Central,Greater Accra,Accra (pre-2019),2015,4807.62190347243,6520.582569,1.356301036,154805.18898559257,,,,,,159612.810889065
Ablekuma Central,Greater Accra,Accra (pre-2019),2016,4856.64908223725,515.0,0.106040192,158429.77419865775,0.493422042,0.526081911,0.541967439,0.733,,163286.423280895
Ablekuma Central,Greater Accra,Accra (pre-2019),2017,4824.58533097928,617.0,0.127886638,162210.30538903072,,,,,,167034.89072001
Ablekuma Central,Greater Accra,Accra (pre-2019),2018,4730.9147596824,2370.0,0.500960199,165877.6597328916,,,,,1.198504801,170608.574492574
Ablekuma Central,Greater Accra,Accra (pre-2019),2019,4743.34482026227,4477.0,0.943848733,169365.48584747172,,,,,,174108.830667734
Ablekuma Central,Greater Accra,Accra (pre-2019),2020,4758.36064118503,4218.0,0.886439746,172831.477358874,,,,,,177589.838000059
Ablekuma Central,Greater Accra,Accra (pre-2019),2021,4779.42245063206,5309.0,1.11080367,176394.58936622695,,,,,,181174.011816859
Ablekuma Central,Greater Accra,Accra (pre-2019),2022,4806.24742643409,7187.0,1.495345404,179879.8521427079,,,,,,184686.099569142
Ablekuma Central,Greater Accra,Accra (pre-2019),2023,4823.72839740834,6080.0,1.260435808,183439.39142545167,,,,,,188263.11982286
Ablekuma Central,Greater Accra,Accra (pre-2019),2024,4867.02088875892,6454.0,1.326067865,186997.5196743481,,,,,,191864.540563107
Ablekuma Central,Greater Accra,Accra (pre-2019),2025,4887.0363090127,8438.0,1.726608821,190557.1230975303,,,,,,195444.159406543
Ablekuma North,Greater Accra,Accra (pre-2019),1970,1898.71514122656,,,39687.41516486714,0.0,0.0,0.0,,,41586.1303060937
Ablekuma North,Greater Accra,Accra (pre-2019),1971,1879.38838679727,,,40788.549439682734,,,,,,42667.93782648
Ablekuma North,Greater Accra,Accra (pre-2019),1972,1833.11067442354,,,42035.53044085056,,,,,,43868.6411152741
Ablekuma North,Greater Accra,Accra (pre-2019),1973,1902.75858410382,,,43193.32973297078,,,,,,45096.0883170746
Ablekuma North,Greater Accra,Accra (pre-2019),1974,1956.09787861369,,,44451.91098230391,,,,,,46408.0088609176
Ablekuma North,Greater Accra,Accra (pre-2019),1975,1992.85757067045,,,45783.24035321365,,,,,,47776.0979238841
Ablekuma North,Greater Accra,Accra (pre-2019),1976,2032.57948962744,,,47147.32421845396,,,,,,49179.9037080814
Ablekuma North,Greater Accra,Accra (pre-2019),1977,2059.68318153452,,,48564.68752921388,,,,,,50624.3707107484
Ablekuma North,Greater Accra,Accra (pre-2019),1978,2185.75959923696,,,49908.53257986564,,,,,,52094.2921791026
Ablekuma North,Greater Accra,Accra (pre-2019),1979,2254.06014761898,,,51443.242883848725,,,,,,53697.3030314677
Ablekuma North,Greater Accra,Accra (pre-2019),1980,2328.00998458309,,,53029.451622728506,,,,,0.26191485,55357.4616073116
Ablekuma North,Greater Accra,Accra (pre-2019),1981,2251.71751653537,,,54827.28714557583,,,,,,57079.0046621112
Ablekuma North,Greater Accra,Accra (pre-2019),1982,2313.89986335601,,,56380.53991231949,,,,,,58694.4397756755
Ablekuma North,Greater Accra,Accra (pre-2019),1983,2455.0746381889,,,57922.8210209085,,,,,,60377.8956590974
Ablekuma North,Greater Accra,Accra (pre-2019),1984,2551.30327597444,,,59653.79740489726,,,,,,62205.1006808717
Ablekuma North,Greater Accra,Accra (pre-2019),1985,2565.20543579299,,,61555.16564071311,,,,,,64120.3710765061
Ablekuma North,Greater Accra,Accra (pre-2019),1986,2605.59688744947,,,62903.135690702125,,,,,,65508.7325781516
Ablekuma North,Greater Accra,Accra (pre-2019),1987,2643.42301800325,,,64294.72977906115,,,,,,66938.1527970644
Ablekuma North,Greater Accra,Accra (pre-2019),1988,2675.04866491231,,,65780.8660350649,,,,,,68455.9146999772
Ablekuma North,Greater Accra,Accra (pre-2019),1989,2694.57890318591,,,67383.72713931398,,,,,,70078.3060424999
Ablekuma North,Greater Accra,Accra (pre-2019),1990,2725.01579152621,,,69099.56063951369,,,,,0.280161021,71824.5764310399
Ablekuma North,Greater Accra,Accra (pre-2019),1991,2769.92716350589,,,70897.93360042702,,,,,,73667.8607639329
Ablekuma North,Greater Accra,Accra (pre-2019),1992,2805.21471107921,,,72779.46766330808,,,,,,75584.6823743873
Ablekuma North,Greater Accra,Accra (pre-2019),1993,2828.80505388336,,,74647.74861008754,,,,,,77476.5536639709
Ablekuma North,Greater Accra,Accra (pre-2019),1994,2850.81635247954,,,76586.30317987026,,,,,,79437.1195323498
Ablekuma North,Greater Accra,Accra (pre-2019),1995,2849.36871070775,,,78550.43506775935,,,,,,81399.8037784671
Ablekuma North,Greater Accra,Accra (pre-2019),1996,2860.83880419566,,,80489.90361567354,,,,,,83350.7424198692
Ablekuma North,Greater Accra,Accra (pre-2019),1997,2861.0963729838,,,82473.2377602488,,,,,,85334.3341332326
Ablekuma North,Greater Accra,Accra (pre-2019),1998,2910.67971690126,,,84426.34546216624,,,,,,87337.0251790675
Ablekuma North,Greater Accra,Accra (pre-2019),1999,2974.16986690523,,,86517.18730174628,,,,,,89491.3571686515
Ablekuma North,Greater Accra,Accra (pre-2019),2000,3057.51831256563,3439.903721,1.12506398,88633.36936748806,0.223383709,0.28236197,0.310311068,0.081,,91690.8876800537
Ablekuma North,Greater Accra,Accra (pre-2019),2001,3270.22897011157,3878.300748,1.185941652,93774.00771468764,,,,,,97044.2366847992
Ablekuma North,Greater Accra,Accra (pre-2019),2002,3491.09542242408,3185.545139,0.912477247,100787.89765962292,,,,,,104278.993082047
Ablekuma North,Greater Accra,Accra (pre-2019),2003,3568.36962585757,2966.65704,0.831376049,104075.49831504544,,,,,,107643.867940903
Ablekuma North,Greater Accra,Accra (pre-2019),2004,3478.27365167262,3055.51299,0.878456756,102651.06330244438,,,,,,106129.336954117
Ablekuma North,Greater Accra,Accra (pre-2019),2005,3894.29026671213,3666.619206,0.941537213,116493.46471337488,,,,,,120387.754980087
Ablekuma North,Greater Accra,Accra (pre-2019),2006,3908.09590598392,3524.010462,0.901720568,116368.54612663908,,,,,,120276.642032623
Ablekuma North,Greater Accra,Accra (pre-2019),2007,4038.55834840007,3916.38564,0.969748436,122032.12090803894,,,,,,126070.679256439
Ablekuma North,Greater Accra,Accra (pre-2019),2008,4191.72311034035,3912.374186,0.933357019,129059.02557740363,,,,,,133250.748687744
Ablekuma North,Greater Accra,Accra (pre-2019),2009,4292.9476263153,4079.872852,0.950366323,133809.3665216337,,,,,,138102.314147949
Ablekuma North,Greater Accra,Accra (pre-2019),2010,4276.88761903893,3842.250482,0.898375366,134014.04440305606,,,,,,138290.932022095
Ablekuma North,Greater Accra,Accra (pre-2019),2011,4482.39639875184,3554.115589,0.792905239,139915.29478243116,,,,,,144397.691181183
Ablekuma North,Greater Accra,Accra (pre-2019),2012,4793.9511332868,3797.185537,0.792078482,149408.8661160112,,,,,,154202.817249298
Ablekuma North,Greater Accra,Accra (pre-2019),2013,4773.79949309452,4044.291508,0.847185039,149370.94805024046,,,,,,154144.747543335
Ablekuma North,Greater Accra,Accra (pre-2019),2014,5030.5646089878,3971.521689,0.789478319,158717.3051419892,,,,,,163747.869750977
Ablekuma North,Greater Accra,Accra (pre-2019),2015,4188.06917148203,5680.282557,1.356301036,134855.62146801397,,,,,,139043.690639496
Ablekuma North,Greater Accra,Accra (pre-2019),2016,4230.70994295486,0.0,0.0,138010.88149724616,0.493422042,0.526081911,0.541967439,0.733,,142241.591440201
Ablekuma North,Greater Accra,Accra (pre-2019),2017,4202.85639535357,590.0,0.140380718,141306.78029860044,,,,,,145509.636693954
Ablekuma North,Greater Accra,Accra (pre-2019),2018,4121.17061837889,2523.0,0.612204695,144498.51080862313,,,,,1.198504801,148619.681427002
Ablekuma North,Greater Accra,Accra (pre-2019),2019,4132.17543336245,4889.0,1.183154026,147543.12123564354,,,,,,151675.296669006
Ablekuma North,Greater Accra,Accra (pre-2019),2020,4145.28916219124,2772.0,0.668710889,150563.71385141977,,,,,,154709.003013611
Ablekuma North,Greater Accra,Accra (pre-2019),2021,4163.753358401,3667.0,0.880695777,153672.032858335,,,,,,157835.786216736
Ablekuma North,Greater Accra,Accra (pre-2019),2022,4187.17377234004,3345.0,0.798868206,156710.24236535496,,,,,,160897.416137695
Ablekuma North,Greater Accra,Accra (pre-2019),2023,4202.68975571368,4205.0,1.000549706,159822.1930472493,,,,,,164024.882802963
Ablekuma North,Greater Accra,Accra (pre-2019),2024,4240.72582881988,3748.0,0.883810968,162934.41711742312,,,,,,167175.142946243
Ablekuma North,Greater Accra,Accra (pre-2019),2025,4258.35648647009,5925.0,1.391381867,166043.40747150691,,,,,,170301.763957977
Ablekuma West,Greater Accra,Accra (pre-2019),1970,1545.1710467174,,,32297.548747723496,0.0,0.0,0.0,,,33842.7197944409
Ablekuma West,Greater Accra,Accra (pre-2019),1971,1529.4429679115,,,33193.6498863567,,,,,,34723.0928542682
Ablekuma West,Greater Accra,Accra (pre-2019),1972,1491.78224687148,,,34208.440834706416,,,,,,35700.2230815779
Ablekuma West,Greater Accra,Accra (pre-2019),1973,1548.46159342834,,,35150.65586488646,,,,,,36699.1174583148
Ablekuma West,Greater Accra,Accra (pre-2019),1974,1591.86901760664,,,36174.88707481646,,,,,,37766.7560924231
Ablekuma West,Greater Accra,Accra (pre-2019),1975,1621.78399043173,,,37258.32057829887,,,,,,38880.1045687306
Ablekuma West,Greater Accra,Accra (pre-2019),1976,1654.10961830487,,,38368.40963173213,,,,,,40022.519250037
Ablekuma West,Greater Accra,Accra (pre-2019),1977,1676.16655516951,,,39521.85740434059,,,,,,41198.0239595101
Ablekuma West,Greater Accra,Accra (pre-2019),1978,1778.76732243458,,,40615.47614601252,,,,,,42394.2434684471
Ablekuma West,Greater Accra,Accra (pre-2019),1979,1834.35018873365,,,41864.42069557864,,,,,,43698.7708843123
Ablekuma West,Greater Accra,Accra (pre-2019),1980,1894.53043615749,,,43155.27458100341,,,,,0.26191485,45049.8050171609
Ablekuma West,Greater Accra,Accra (pre-2019),1981,1832.44375967279,,,44618.349971485215,,,,,,46450.793731158
Ablekuma West,Greater Accra,Accra (pre-2019),1982,1883.04764428822,,,45882.38434467478,,,,,,47765.431988963
Ablekuma West,Greater Accra,Accra (pre-2019),1983,1997.93542806484,,,47137.49000173066,,,,,,49135.4254297955
Ablekuma West,Greater Accra,Accra (pre-2019),1984,2076.24612446304,,,48546.15554245156,,,,,,50622.4016669146
Ablekuma West,Greater Accra,Accra (pre-2019),1985,2087.55967770336,,,50093.48567288534,,,,,,52181.0453505887
Ablekuma West,Greater Accra,Accra (pre-2019),1986,2120.43017011127,,,51190.46133177213,,,,,,53310.8915018834
Ablekuma West,Greater Accra,Accra (pre-2019),1987,2151.21300871196,,,52322.93815645604,,,,,,54474.151165168
Ablekuma West,Greater Accra,Accra (pre-2019),1988,2176.94990461411,,,53532.353231099885,,,,,,55709.303135714
Ablekuma West,Greater Accra,Accra (pre-2019),1989,2192.84357821507,,,54836.75878221133,,,,,,57029.6023604264
Ablekuma West,Greater Accra,Accra (pre-2019),1990,2217.61306448209,,,56233.10107070411,,,,,0.280161021,58450.7141351862
Ablekuma West,Greater Accra,Accra (pre-2019),1991,2254.1618601095,,,57696.61382734,,,,,,59950.7756874495
Ablekuma West,Greater Accra,Accra (pre-2019),1992,2282.87880433987,,,59227.80294267943,,,,,,61510.6817470193
Ablekuma West,Greater Accra,Accra (pre-2019),1993,2302.07658387596,,,60748.20669541544,,,,,,63050.2832792914
Ablekuma West,Greater Accra,Accra (pre-2019),1994,2319.9893400093,,,62325.7989991113,,,,,,64645.7883391206
Ablekuma West,Greater Accra,Accra (pre-2019),1995,2318.8112516783,,,63924.206079354,,,,,,66243.0173310323
Ablekuma West,Greater Accra,Accra (pre-2019),1996,2328.14559361081,,,65502.542176847885,,,,,,67830.6877704587
Ablekuma West,Greater Accra,Accra (pre-2019),1997,2328.35520263816,,,67116.57601985184,,,,,,69444.93122249
Ablekuma West,Greater Accra,Accra (pre-2019),1998,2368.70604082192,,,68706.01163691547,,,,,,71074.7176777374
Ablekuma West,Greater Accra,Accra (pre-2019),1999,2420.37421337071,,,70407.53505327029,,,,,,72827.909266641
Ablekuma West,Greater Accra,Accra (pre-2019),2000,2488.20303204234,2799.387606,1.12506398,72129.68030116387,0.223383709,0.28236197,0.310311068,0.081,,74617.8833332062
Ablekuma West,Greater Accra,Accra (pre-2019),2001,2477.68229059255,2938.38663,1.185941652,71047.68514867745,,,,,,73525.36743927
Ablekuma West,Greater Accra,Accra (pre-2019),2002,2509.22217996159,2289.608147,0.912477247,72441.2247957464,,,,,,74950.446975708
Ablekuma West,Greater Accra,Accra (pre-2019),2003,2596.72091299416,2158.851572,0.831376049,75736.27492135644,,,,,,78332.9958343506
Ablekuma West,Greater Accra,Accra (pre-2019),2004,2621.36825338833,2302.758652,0.878456756,77362.00927957067,,,,,,79983.377532959
Ablekuma West,Greater Accra,Accra (pre-2019),2005,2675.17417308788,2518.776036,0.941537213,80024.93054988881,,,,,,82700.1047229767
Ablekuma West,Greater Accra,Accra (pre-2019),2006,2941.80323111782,2652.684482,0.901720568,87595.94780457247,,,,,,90537.7510356903
Ablekuma West,Greater Accra,Accra (pre-2019),2007,2934.19607618909,2845.432054,0.969748436,88661.87868234061,,,,,,91596.0747585297
Ablekuma West,Greater Accra,Accra (pre-2019),2008,3087.31564680582,2881.567728,0.933357019,95055.40765412798,,,,,,98142.7233009338
Ablekuma West,Greater Accra,Accra (pre-2019),2009,3074.25841446087,2921.671666,0.950366323,95823.33789520102,,,,,,98897.5963096619
Ablekuma West,Greater Accra,Accra (pre-2019),2010,3254.16507133075,2923.461738,0.898375366,101967.56641975824,,,,,,105221.731491089
Ablekuma West,Greater Accra,Accra (pre-2019),2011,3307.66315975644,2622.663449,0.792905239,103246.70664271856,,,,,,106554.369802475
Ablekuma West,Greater Accra,Accra (pre-2019),2012,3503.24657733627,2774.846231,0.792078482,109182.61039631172,,,,,,112685.856973648
Ablekuma West,Greater Accra,Accra (pre-2019),2013,3712.83739758286,3145.460295,0.847185039,116173.71924304214,,,,,,119886.556640625
Ablekuma West,Greater Accra,Accra (pre-2019),2014,3662.66335591702,2891.593308,0.789478319,115559.207102686,,,,,,119221.870458603
Ablekuma West,Greater Accra,Accra (pre-2019),2015,3945.08136896213,5350.717949,1.356301036,127031.42617030987,,,,,,130976.507539272
Ablekuma West,Greater Accra,Accra (pre-2019),2016,3984.63970609413,4977.0,1.24904643,129983.77239326687,0.493422042,0.526081911,0.54196744,0.733,,133968.412099361
Ablekuma West,Greater Accra,Accra (pre-2019),2017,3957.61278336857,5752.0,1.45340141,133061.29628998443,,,,,,137018.909073353
Ablekuma West,Greater Accra,Accra (pre-2019),2018,3879.90690218124,5629.0,1.450808007,136039.20374978875,,,,,1.19850487,139919.11065197
Ablekuma West,Greater Accra,Accra (pre-2019),2019,3889.76237718053,4989.0,1.282597628,138887.54029186745,,,,,,142777.302669048
Ablekuma West,Greater Accra,Accra (pre-2019),2020,3901.01218868549,3617.0,0.927195257,141691.17278121653,,,,,,145592.184969902
Ablekuma West,Greater Accra,Accra (pre-2019),2021,3917.69493483568,5109.0,1.304083162,144590.7317109203,,,,,,148508.426645756
Ablekuma West,Greater Accra,Accra (pre-2019),2022,3939.3526304247,6682.0,1.696217787,147435.2245790483,,,,,,151374.577209473
Ablekuma West,Greater Accra,Accra (pre-2019),2023,3953.03482794319,6977.0,1.764973066,150328.17840886582,,,,,,154281.213236809
Ablekuma West,Greater Accra,Accra (pre-2019),2024,3987.82513848391,6808.0,1.707196219,153217.63083323409,,,,,,157205.455971718
Ablekuma West,Greater Accra,Accra (pre-2019),2025,4003.22820192817,7722.0,1.928943245,156095.35125726182,,,,,,160098.57945919
Abuakwa North,Eastern,East Akim (pre-2018),1970,1035.75938299056,,,21649.69971066754,0.0,0.0,0.0,,,22685.4590936581
Abuakwa North,Eastern,East Akim (pre-2018),1971,1025.21653387736,,,22250.37441552924,,,,,,23275.5909494066
Abuakwa North,Eastern,East Akim (pre-2018),1972,999.971791380881,,,22930.60929875472,,,,,,23930.5810901356
Abuakwa North,Eastern,East Akim (pre-2018),1973,1037.96510295811,,,23562.195077155688,,,,,,24600.1601801138
Abuakwa North,Eastern,East Akim (pre-2018),1974,1067.06197671823,,,24248.75795852117,,,,,,25315.8199352394
Abuakwa North,Eastern,East Akim (pre-2018),1975,1087.11458763228,,,24975.00533382772,,,,,,26062.11992146
Abuakwa North,Eastern,East Akim (pre-2018),1976,1108.78310934824,,,25719.12046301765,,,,,,26827.9035723659
Abuakwa North,Eastern,East Akim (pre-2018),1977,1123.56831993455,,,26492.29981801965,,,,,,27615.8681379542
Abuakwa North,Eastern,East Akim (pre-2018),1978,1192.34368795778,,,27225.37456434462,,,,,,28417.7182523024
Abuakwa North,Eastern,East Akim (pre-2018),1979,1229.60200665659,,,28062.56733908381,,,,,,29292.1693457404
Abuakwa North,Eastern,East Akim (pre-2018),1980,1269.94204284376,,,28927.85278870374,,,,,0.971988664,30197.7948315475
Abuakwa North,Eastern,East Akim (pre-2018),1981,1228.32408872512,,,29908.58179403518,,,,,,31136.9058827603
Abuakwa North,Eastern,East Akim (pre-2018),1982,1262.24489536821,,,30755.88958253869,,,,,,32018.1344779069
Abuakwa North,Eastern,East Akim (pre-2018),1983,1339.25649889936,,,31597.21227215404,,,,,,32936.4687710534
Abuakwa North,Eastern,East Akim (pre-2018),1984,1391.74974147939,,,32541.46925548081,,,,,,33933.2189969602
Abuakwa North,Eastern,East Akim (pre-2018),1985,1399.33344488136,,,33578.67591592494,,,,,,34978.0093608063
Abuakwa North,Eastern,East Akim (pre-2018),1986,1421.36720030756,,,34314.000871707736,,,,,,35735.3680720153
Abuakwa North,Eastern,East Akim (pre-2018),1987,1442.00155919196,,,35073.12297645954,,,,,,36515.1245356515
Abuakwa North,Eastern,East Akim (pre-2018),1988,1459.25352069896,,,35883.81834520444,,,,,,37343.0718659034
Abuakwa North,Eastern,East Akim (pre-2018),1989,1469.90737135022,,,36758.187750234974,,,,,,38228.0951215852
Abuakwa North,Eastern,East Akim (pre-2018),1990,1486.5108586259,,,37694.1842085206,,,,,0.688653899,39180.6950671465
Abuakwa North,Eastern,East Akim (pre-2018),1991,1511.01025504452,,,38675.20638922498,,,,,,40186.2166442695
Abuakwa North,Eastern,East Akim (pre-2018),1992,1530.25980317746,,,39701.59340101564,,,,,,41231.8532041931
Abuakwa North,Eastern,East Akim (pre-2018),1993,1543.12846281831,,,40720.75076626389,,,,,,42263.8792290822
Abuakwa North,Eastern,East Akim (pre-2018),1994,1555.13574529991,,,41778.24277309249,,,,,,43333.3785183924
Abuakwa North,Eastern,East Akim (pre-2018),1995,1554.34604888059,,,42849.68734534041,,,,,,44404.033394221
Abuakwa North,Eastern,East Akim (pre-2018),1996,1560.60304693992,,,43907.67793218518,,,,,,45468.2809791251
Abuakwa North,Eastern,East Akim (pre-2018),1997,1560.74355210749,,,44989.59743935371,,,,,,46550.3409914612
Abuakwa North,Eastern,East Akim (pre-2018),1998,1587.79153449698,,,46055.02825850512,,,,,,47642.8197930021
Abuakwa North,Eastern,East Akim (pre-2018),1999,1622.42575485276,,,47195.59379499484,,,,,,48818.0195498476
Abuakwa North,Eastern,East Akim (pre-2018),2000,1667.89278293716,1759.23882,1.054767332,48349.98256196514,0.557229791,0.563742701,0.567702199,0.081,,50017.8753449023
Abuakwa North,Eastern,East Akim (pre-2018),2001,1665.23834882341,1370.60072,0.823065792,47750.80741946739,,,,,,49416.0457682908
Abuakwa North,Eastern,East Akim (pre-2018),2002,1660.22631456292,2010.662885,1.211077591,47930.72077296338,,,,,,49590.9470875263
Abuakwa North,Eastern,East Akim (pre-2018),2003,1675.11539433961,1964.163603,1.172554207,48856.61735762589,,,,,,50531.7327519655
Abuakwa North,Eastern,East Akim (pre-2018),2004,1714.82424555712,1527.197123,0.890585217,50608.01702551547,,,,,,52322.8412710726
Abuakwa North,Eastern,East Akim (pre-2018),2005,1874.99359389398,1879.431502,1.002366892,56088.39739943292,,,,,,57963.3909933269
Abuakwa North,Eastern,East Akim (pre-2018),2006,1871.82005998009,1906.477444,1.01851534,55735.832546239006,,,,,,57607.6526062191
Abuakwa North,Eastern,East Akim (pre-2018),2007,1913.83224339382,1960.357431,1.024309962,57829.796569872975,,,,,,59743.6288132668
Abuakwa North,Eastern,East Akim (pre-2018),2008,1808.50962086142,1889.625864,1.044852536,55682.22978277388,,,,,,57490.7394036353
Abuakwa North,Eastern,East Akim (pre-2018),2009,1770.5120094736,1823.816682,1.030106925,55186.1124404053,,,,,,56956.6244498789
Abuakwa North,Eastern,East Akim (pre-2018),2010,1667.60042386992,1544.155503,0.92597452,52253.390118601485,,,,,,53920.9905424714
Abuakwa North,Eastern,East Akim (pre-2018),2011,1869.9436722512,1731.196414,0.92580137,58369.1616837864,,,,,,60239.1053560376
Abuakwa North,Eastern,East Akim (pre-2018),2012,2023.4205374308,2138.370065,1.056809509,63062.1714256219,,,,,,65085.5919630527
Abuakwa North,Eastern,East Akim (pre-2018),2013,2079.74472187489,1791.110157,0.861216349,65074.67296402131,,,,,,67154.4176858962
Abuakwa North,Eastern,East Akim (pre-2018),2014,2173.33687931755,2320.223933,1.067585957,68570.07104822535,,,,,,70743.4079275429
Abuakwa North,Eastern,East Akim (pre-2018),2015,2465.38017454923,3923.546591,1.591457022,79385.12044109967,,,,,,81850.5006156489
Abuakwa North,Eastern,East Akim (pre-2018),2016,2490.88347175696,2341.0,0.939827184,81255.63517219035,0.66842135,0.67258583,0.67511915,0.532,,83746.5186439473
Abuakwa North,Eastern,East Akim (pre-2018),2017,2474.58144829853,2477.0,1.000977358,83199.40158609617,,,,,,85673.9830343947
Abuakwa North,Eastern,East Akim (pre-2018),2018,2426.68255378926,2572.0,1.059883171,85085.53702291223,,,,,,87512.2195767015
